0	0	Q21498709
0	1	Q423042
0	2	Q18247437
0	3	Q60235
1	0	Q21116164
1	1	Q24788201
1	2	Q4682273
1	3	Q60235
2	0	Q21116162
2	1	Q38173
2	2	Q3063865
2	3	Q60235
3	0	Q21118576
3	1	Q24740685
3	2	Q18043170
3	3	Q58614
4	0	Q21110872
4	1	Q38173
4	2	Q2338200
4	3	Q58614
5	0	Q21497939
5	1	Q423042
5	2	Q18251376
5	3	Q58397
6	0	Q21131500
6	1	Q24770874
6	2	Q2338184
6	3	Q58375
7	0	Q21110867
7	1	Q24720098
7	2	Q2035393
7	3	Q58375
8	0	Q21115043
8	1	Q24775271
8	2	Q238509
8	3	Q58375
9	0	Q21126810
9	1	Q24773605
9	2	Q18030905
9	3	Q57055
10	0	Q21115334
10	1	Q24725558
10	2	Q18030283
10	3	Q55434
11	0	Q7671479
11	1	Q24766885
11	2	Q15324528
11	3	Q284321
12	0	Q14908176
12	1	Q24781365
12	2	Q14908165
12	3	Q273169
13	0	Q416601
13	1	Q24783766
13	2	Q14873015
13	3	Q271980
14	0	Q21982871
14	1	Q24742015
14	2	Q14877412
14	3	Q422543
15	0	Q21122493
15	1	Q24782238
15	2	Q18030902
15	3	Q421375
16	0	Q7671495
16	1	Q24785144
16	2	Q15324395
16	3	Q407418
17	0	Q15323278
17	1	Q24768973
17	2	Q15323276
17	3	Q407418
18	0	Q7834290
18	1	Q24768973
18	2	Q15323274
18	3	Q402613
19	0	Q7671480
19	1	Q24740597
19	2	Q15323765
19	3	Q185253
